human_index	human_id	human_accession	gene_symbol	sequence_sha256
6287	sp|Q9H9T3|ELP3_HUMAN	Q9H9T3	ELP3	59ec124ad73f70436c285bb2730eef784e4ada8ad5d2841829e7c9cac038afdf
6288	sp|Q9HC36|MRM3_HUMAN	Q9HC36	MRM3	320a817b45b1beffdf217b8ac893a9ac946d510f1758e63ff0fa0f0883a21113
6289	sp|Q9NP77|SSU72_HUMAN	Q9NP77	SSU72	e7117105cb79ae938e7f48afd000230ddc8073e7892f97620294ef965ad31302
6290	sp|Q9NPI0|TM138_HUMAN	Q9NPI0	TM138	a6227c7e8f1236d8a1ca25720473df11f91e3394e3fcb7d411a3a20649c5af26
6291	sp|Q9NQ50|RM40_HUMAN	Q9NQ50	RM40	924d4cf33192a6b4dec01d4fe4562a2cfc39c3dec6d71946fa997ec8bbb10b06
6292	sp|Q9NRZ9|HELLS_HUMAN	Q9NRZ9	HELLS	edbdf082fa4c838d183fde32e958365cf8df4bf4cca4aefb7ad3cb0c77e6c81f
6293	sp|Q9P296|C5AR2_HUMAN	Q9P296	C5AR2	e224ab058cffa6734301dfa38b5c5685e3df77dcbb9abce21b9830d02890de10
6294	sp|Q9UGB7|MIOX_HUMAN	Q9UGB7	MIOX	ea704112f56f64d4b004d428bdc4a8b426ddc5e5c23b40de55387e779cb37115
6295	sp|Q9UI10|EI2BD_HUMAN	Q9UI10	EI2BD	a596459ba833ea0f25d3cb1299aa2f43ee85ee69bc04ad67de3cd326babfc4f2
6296	sp|Q9UJH8|METRN_HUMAN	Q9UJH8	METRN	f373e63255d59dcf15ece513a11efea8834343bb0e9e1277e764341753ad36ac
6297	sp|Q9UKZ1|CNO11_HUMAN	Q9UKZ1	CNO11	2b3bb720c6b376028b3eb28e6c4146d37cf481151c97d50071b7f4b3af437cc5
6298	sp|Q9UNY5|ZN232_HUMAN	Q9UNY5	ZN232	ce7599d493e1f9ea89a3f8a28143a8146955a2d4d267832ced9fbfdb12e7a764
6299	sp|Q9UPQ9|TNR6B_HUMAN	Q9UPQ9	TNR6B	74f69ae5640f92bbda3932d7f6bad2eede5ccaf83d0098516c4efb6018de35bf
6300	tr|A0A075B6W2|A0A075B6W2_HUMAN	A0A075B6W2	A0A075B6W2	cce55440956095333376febe4db0674c0c75cbcb9e640ed30e1c01884b5b5518
6301	tr|A0A075B6Y0|A0A075B6Y0_HUMAN	A0A075B6Y0	A0A075B6Y0	a30c342b833219747b385ce0427d3f37a8960825e2f0bd6050c5b74eb3d65196
6302	tr|A0A0C4DH90|A0A0C4DH90_HUMAN	A0A0C4DH90	A0A0C4DH90	68d7a7353e5da11b589579bdffcdc564e2bf871396fc547cea0ab901e04b58b8
6303	sp|A0A1B0GWG4|SRTM2_HUMAN	A0A1B0GWG4	SRTM2	4bb7833ec73e12aa4241b7ebba80a35835a81f0f1c945f6a6a617a4fe34e559d
6304	sp|A2RU14|TM218_HUMAN	A2RU14	TM218	ec932f5c7cd18ce6a4a92ca3bdcf29f6f8f2d8eb7ac1fb0974c9bdbf23a2dfa1
6305	sp|A4GXA9|EME2_HUMAN	A4GXA9	EME2	586ec3a4eeb665b1864762e2477c26079f120c2f17a16c5f605991b4dc97eb47
6306	sp|A6NGD5|ZSA5C_HUMAN	A6NGD5	ZSA5C	1902aeadd8cd5809e1899b4ee12f89e3e03d7330dd2d51e61402d755946674e9
6307	sp|A6NI15|MSGN1_HUMAN	A6NI15	MSGN1	b82ced17f74384a1c82cae44a214393fa6a07d509a5f5eff3ebf3d58bb97eaa4
6308	sp|A6NNW6|ENO4_HUMAN	A6NNW6	ENO4	c90e573b40f20af0aa5a84cfe5552c690e422b24c86e23771b796be8091aac48
6309	sp|O43556|SGCE_HUMAN	O43556	SGCE	5b49db4343a21100039a0c8e475abc23d0edad43f3638ba668b13cfee26e04f4
6310	sp|O60476|MA1A2_HUMAN	O60476	MA1A2	1f5756ae925bdd1871af22fd2c39340b3069fcb4a81c266d452b3c2159c37d95
6311	sp|O60678|ANM3_HUMAN	O60678	ANM3	ad83e8b6f9f6d166b2e5bf7ecc7aad2116e8650a72041f6eee30b9649f72e47a
6312	sp|O60814|H2B1K_HUMAN	O60814	H2B1K	05293671125e0988cd7b08ef6585eea00a5490dfc82d07f4d9e455b664add557
6313	sp|O75140|DEPD5_HUMAN	O75140	DEPD5	8388a894a2be7b981e64b227952d32dd859b66a4325f2a7730a681022c4f0476
6314	sp|O75638|CTAG2_HUMAN	O75638	CTAG2	124554b301124a12dec9b3c36c847ffa3115a5d591126e92b2651757f75b3b74
6315	sp|P01743|HV146_HUMAN	P01743	HV146	56d5744c4ab129fe900ad26dc93e7a94fe27ee65efda9613eb3d45874e9babe3
6316	sp|P02745|C1QA_HUMAN	P02745	C1QA	f7199e5cea406b1fefe24956bad473a6368394d1e2c01f7561eddd025ff73ecd
6317	sp|P03915|NU5M_HUMAN	P03915	NU5M	b361fc7d7ffeb7354e5c1e6d5aff0c04925eef9c99e01efb9beb0f0e8e5ef07d
6318	sp|P09486|SPRC_HUMAN	P09486	SPRC	83e4903637013a7105117caf22702db6d97a4decd94ca79cf33a334310086771
6319	sp|P0C7N8|OR9G9_HUMAN	P0C7N8	OR9G9	1a3d68acea73d8fb2b9866c0a22fd467ac8bbac1de349485c8f4bd00a08dba5c
6320	sp|P0C841|FA66E_HUMAN	P0C841	FA66E	89e16f17dd8ef69179731a7da21df09906faa745e73537bde3e67104d78d0844
6321	sp|P0CJ68|HMN1_HUMAN	P0CJ68	HMN1	e5fd08285ed14d59a57922c21b38d2ce645111d0856581638b5831e82d1e3563
6322	sp|P0CJ86|DU4L3_HUMAN	P0CJ86	DU4L3	7694213c1ebd4a90478df1f06be3d5cf50e4edcfab8be0f331723f7d781385e1
6323	sp|P16435|NCPR_HUMAN	P16435	NCPR	a9d4299fa086ab7b2ed31b3a28906b0e19f32fee439b95303028655ae0499614
6324	sp|P17098|ZNF8_HUMAN	P17098	ZNF8	4e14c99bf3037b37c2d3c3b7fbbd5159407829f85c3cd4a712f24901efaf357f
6325	sp|P21781|FGF7_HUMAN	P21781	FGF7	24e3b138fc0a2cccb5ec43815284c4275c9272df3f603652af49b1a8c2d7e8a3
6326	sp|P30411|BKRB2_HUMAN	P30411	BKRB2	ea1c7b74a8883bff3b8ba016e4acbfe3ffc45f1941245b3b2183b52c85c897ea
6327	sp|P34925|RYK_HUMAN	P34925	RYK	58b8b31489dcd5d7d2eb2232c329db6662f8183fdfcdfd81afd992bee8103096
6328	sp|P35232|PHB1_HUMAN	P35232	PHB1	55615e471d41631e3cf4bcddcfca162949298e8be3261218a6fea860ce3554e5
6329	sp|P35247|SFTPD_HUMAN	P35247	SFTPD	3bd69294e0d1ed7cf10b17d8f6cdfd788fbbbb83f1a05b38eaa01c42003984e4
6330	sp|P35442|TSP2_HUMAN	P35442	TSP2	aa5a601af97a5aadf600358fbabb49922318a499ae54f31a10fb877623b02dba
6331	sp|P37837|TALDO_HUMAN	P37837	TALDO	7a37abcaafc70c5fb3d4b361c04130a63e2980d0b49ee23374750dc2e72e018e
6332	sp|P40305|IFI27_HUMAN	P40305	IFI27	17438b926556e300da9b14ae6c2af8b67ddc8d6e088675e1726909aa5183ee43
6333	sp|P48436|SOX9_HUMAN	P48436	SOX9	62a4d1c87b62b80dad8fa6296f995ea2078153d2c0912ab6cc73c1cbdca2e492
6334	sp|P48751|B3A3_HUMAN	P48751	B3A3	2647bcd3f5815b8ef3f09cc04df8939c99175a4b60f46ef0db1275b69d0ad35f
6335	sp|P49758|RGS6_HUMAN	P49758	RGS6	2bb4fcfec59b3c4f0a1648618e315f39dda3c7b7b1a1d1e19c682c6c1bd3bfc0
6336	sp|P53611|PGTB2_HUMAN	P53611	PGTB2	f9e1a37be376f368242430c079a8d45470d5af3ee29b3f3db5c481b2ef0d30b6
6337	sp|P60411|KR109_HUMAN	P60411	KR109	e009df3d84e7079cbf8d4cf82b503c7ac252952182b26f0ff96523c5c0f9f96f
6338	sp|P61586|RHOA_HUMAN	P61586	RHOA	e9c693242056e3e52c610f376c507efdd776b8ec24d2f734813041d4254189e4
6339	sp|P61964|WDR5_HUMAN	P61964	WDR5	90075634f6e58f794e31bf42343ef834835c81871f3ddca6fb99a05750b8c507
6340	sp|P62913|RL11_HUMAN	P62913	RL11	09c97bb47378fe04f93adebb0da6680f30981403214d3b2e0aa0c4665d78ab6d
6341	sp|P63128|POK9_HUMAN	P63128	POK9	626b2378c5998199d8edcfed4f7cd111f223004ad9b93e5843f77bfff44972be
6342	sp|P82650|RT22_HUMAN	P82650	RT22	cb34554f21906984e33e1a07329e01ff8a2c1e8cadc4fcc91ce91c6acbd45c6a
6343	sp|Q02447|SP3_HUMAN	Q02447	SP3	f8aa427dcfe3b8b9032152add0b1ca19e3262804a500e0889a28bc4ed66de0fb
6344	sp|Q10471|GALT2_HUMAN	Q10471	GALT2	25f7d8e7e246997737bee0f5b25bbcf4bf23606694c5fecb9c49470da42d8396
6345	sp|Q13148|TADBP_HUMAN	Q13148	TADBP	db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7
6346	sp|Q14159|SPIDR_HUMAN	Q14159	SPIDR	d5849c970ed8350c34a1aead7f9a5be81fe2c576b9440bc44a538c80c2bbcdcc
6347	sp|Q15619|OR1C1_HUMAN	Q15619	OR1C1	72bcf2b9c6432126c1c8320ebfba18cb9100cb9c8b16055c592264d2b880c2f8
6348	sp|Q4G0T1|SRCRM_HUMAN	Q4G0T1	SRCRM	cf8ad16563de6d30f4c421c51caa61dd078d3b41895f846ca14d52860c08e6a5
6349	sp|Q4KMQ2|ANO6_HUMAN	Q4KMQ2	ANO6	5c7146c6b5088cb442ad69847410b170092180ad4a375d9a5113075d7ffc8b75
6350	sp|Q5SRE5|NU188_HUMAN	Q5SRE5	NU188	1cca977413c35599b2b725588e145af6b727d06ab206ddcf1141714d65b447a1
6351	sp|Q5W064|LIPJ_HUMAN	Q5W064	LIPJ	6ca9b6d109dc78d9f05a8a0b56cd864d7594de78ece5aa07b38cfa4f3647e41a
6352	sp|Q68D85|NR3L1_HUMAN	Q68D85	NR3L1	06d6e219931af909b6ae0bc87d3a3c6591f5a9e441a46b08fbea5d51889bb14f
6353	sp|Q6GMV2|SMYD5_HUMAN	Q6GMV2	SMYD5	bbf08f9ed14ecd849fbf6006f1714f2b6cfca0b941976cb14b9499c467e2bd51
6354	sp|Q6IF00|OR2T2_HUMAN	Q6IF00	OR2T2	009a431e60aa5c205b2a712f4a067ed1dfbcb56f0cda025d431bbb54fc8da050
6355	sp|Q6UW10|SFTA2_HUMAN	Q6UW10	SFTA2	dddc2fcd8c76c7e5015db3fa69e41f0a8282c5ffb9aaf6a5335969a8c23af8c4
6356	sp|Q6ZV60|YL023_HUMAN	Q6ZV60	YL023	1955a03fb8d74c3eb5a7bf38525d7277f6d7baf8e929ed4f84568b2f3e9a3f32
6357	sp|Q7Z5P9|MUC19_HUMAN	Q7Z5P9	MUC19	5b5d5c1a283723d616f21935feb9de8ea2f07917fb29b3335a6996b2b3996d72
6358	sp|Q86UX6|ST32C_HUMAN	Q86UX6	ST32C	03de8b44a3780da282e88f9f48cb7b234b060b82b2842a37b1d451610c934fcb
6359	sp|Q8IV48|ERI1_HUMAN	Q8IV48	ERI1	0391923d22a775f926bf10a3b89e3acda1b56ed82a0f762a3667089cebceaaa4
6360	sp|Q8N690|DB119_HUMAN	Q8N690	DB119	5ef688fe2f93d504cbcc12c5ab94b167627d7d73201221e55022620bde66c20f
6361	sp|Q8N7X4|MAGB6_HUMAN	Q8N7X4	MAGB6	e5da6d94c7a719b0974b097e14f4be597d5ab93f378303aa9bb94b6ab89d6904
6362	sp|Q8N7Z5|ANR31_HUMAN	Q8N7Z5	ANR31	68575855ee8997587cf43344f363f6e2af4aa21d4c17807a249145428eaf91b4
6363	sp|Q8NCP5|ZBT44_HUMAN	Q8NCP5	ZBT44	f097f63f93fce4ce65c0e5199b3e8920f0b08446aa1f7419f35732c0d92bac1e
6364	sp|Q8NE01|CNNM3_HUMAN	Q8NE01	CNNM3	f258b58b84a5981dfd11730514cceafd3c0b4a3386514b2cd7520f882462641a
6365	sp|Q8TAP9|MPLKI_HUMAN	Q8TAP9	MPLKI	c25c76ee091eff8d0eda32b236ec89b2534310b1183c923b1b1faf266e6b4b59
6366	sp|Q8TBM8|DJB14_HUMAN	Q8TBM8	DJB14	50bb85801002973793810a7142a8d72fd2512c723bc7a6be2d82b40cff695bf4
6367	sp|Q8TC59|PIWL2_HUMAN	Q8TC59	PIWL2	f26a1301b4745efea3923791be1e58f985ef15422371da61856f5abe9f80dfe6
6368	sp|Q8TF64|GIPC3_HUMAN	Q8TF64	GIPC3	8819201e2ff003a2fa085afeb7baa7f617225d527362c3b55ac19ae6debeede7
6369	sp|Q92552|RT27_HUMAN	Q92552	RT27	54cf493accf8c87ee563c54ae262563f37a2b9de971fb85fffa5e456328c385b
6370	sp|Q92993|KAT5_HUMAN	Q92993	KAT5	eab7999e15fa6b35ac389ae18305ee0b7b448f9dcd393d24fe066e20c60ffdc5
6371	sp|Q969Q1|TRI63_HUMAN	Q969Q1	TRI63	e7b8f9cb203b19a4fe651ee4d3737fc7796b4b64485134d2b7b1f7049b5f3197
6372	sp|Q96BD5|PF21A_HUMAN	Q96BD5	PF21A	89d4776f158bceff88191788b5161407bfede8a2fb9e1c67ceb7b3f64e555c89
6373	sp|Q96JM4|LRIQ1_HUMAN	Q96JM4	LRIQ1	8b10632073a33d08a7757c36656051e93e947676bad39caa717cad31b64a134c
6374	sp|Q96L96|ALPK3_HUMAN	Q96L96	ALPK3	fcdddac24616faa216801d947d7ca10b2a38d0628edf68c89cccd39148f04070
6375	sp|Q96N66|MBOA7_HUMAN	Q96N66	MBOA7	0d69e453b11baab26744507a6921333d916b4ac6a742324c5ef38acc45346cc4
6376	sp|Q96Q83|ALKB3_HUMAN	Q96Q83	ALKB3	c6cad75ff6dfb44e9e6f239a24b1ff1ff9c9ea1281abe842ffd630e5bd38d106
6377	sp|Q96QR1|SG3A1_HUMAN	Q96QR1	SG3A1	63245031d19f54fe97f492ebaf1b0eddb1d2d7a6ef6cfcd3de3c340294438991
6378	sp|Q99547|MPH6_HUMAN	Q99547	MPH6	683f0cf7a512c9686d36b8f6e92a6caaf0ac15a9c687ec571931fe3230a81bd4
6379	sp|Q99575|POP1_HUMAN	Q99575	POP1	946753a4498b36c6a561a162debc32219a498e45debe1c026bd2da09e0683aa1
6380	sp|Q9BQB4|SOST_HUMAN	Q9BQB4	SOST	62e1db4d77cde391e99623203157394f589eeadbe1b8bebc9ae5f2af2928c25b
6381	sp|Q9BYI3|HYCCI_HUMAN	Q9BYI3	HYCCI	5a4073aa8ff632a28180d8ea3f9f1cb76ce120d7bda7977a64ec925b7b85354f
6382	sp|Q9GZR7|DDX24_HUMAN	Q9GZR7	DDX24	fa0de7cf1c6f91ee9a32986ff319bbba15182740be154d150a142e0933eabef4
6383	sp|Q9H7Y0|DIK2B_HUMAN	Q9H7Y0	DIK2B	b2ae216f5f9fdccb546d9ff43f3b9750085ec3a139f425d4d91cf94214014cf9
6384	sp|Q9NR63|CP26B_HUMAN	Q9NR63	CP26B	7480a730a3a3dfb0c79d6f8e88e671b83d8e65cf1a2b0a6facc439bf0260e691
6385	sp|Q9NRD8|DUOX2_HUMAN	Q9NRD8	DUOX2	6e545adaf8e4107e7a0c2eee5adaf1a86385bd86407030f70c307a11d27ea4d1
6386	sp|Q9NUQ2|PLCE_HUMAN	Q9NUQ2	PLCE	11d89cdac97c27ba3db8591fd8eecb8d3df53b4968fce1802d3c5a05817f0cc3
6387	sp|Q9NV72|ZN701_HUMAN	Q9NV72	ZN701	e9e64d762aca78d1eec9f6e04d1f2b7098cc2a332cb041a088983f5297c7eb05
6388	sp|Q9NVP4|DZAN1_HUMAN	Q9NVP4	DZAN1	445c8528bb178293ce9bd12adce6658f4ae25928e13ac43c03752e249c63920b
6389	sp|Q9NXR8|ING3_HUMAN	Q9NXR8	ING3	ebdfff642936c63bcd8a58436a275df019db088f9fa2c57d47e7ba1d6054dc5e
6390	sp|Q9NY72|SCN3B_HUMAN	Q9NY72	SCN3B	40b9a19550f1a0abc9b61b215d2179d29758841e77d2ccc8869f7b40cf57437a
6391	sp|Q9NZY2|FA30A_HUMAN	Q9NZY2	FA30A	1d4657ee51cac614c668e3d9e675f17513b25939158d636ae598bd8dc50e58e1
6392	sp|Q9P0V3|SH3B4_HUMAN	Q9P0V3	SH3B4	08164052789c01e0115fcc72f5f68a70027b2abae6a8cbc67e8810b92fcd359b
6393	sp|Q9UBG7|RBPJL_HUMAN	Q9UBG7	RBPJL	27d897fc3edc01036ca2d719db34499f41350ceeeff245a64d5651e38fb96ed6
6394	sp|Q9UJV9|DDX41_HUMAN	Q9UJV9	DDX41	7412d568d35c2506c62bd4814befb803d938ed6c51b03ce438f7c47729e0aa87
6395	sp|Q9UK23|NAGPA_HUMAN	Q9UK23	NAGPA	9447d1b27b1aa572882c4b2cae93803c1c7c99cc7411c9104d64cde8ea5ed9d6
6396	sp|Q9ULE0|WWC3_HUMAN	Q9ULE0	WWC3	3b9a5193d32f46f662a3644052ecb14673ee3999ce129a06e6f7db1d4d5e5478
6397	sp|Q9Y3C6|PPIL1_HUMAN	Q9Y3C6	PPIL1	a17b0a5086d174fffb01e63d3ca7d64d45e0e938123bff6cff00c7fef8aa3057
6398	sp|Q9Y3D5|RT18C_HUMAN	Q9Y3D5	RT18C	c5232892f357ad771b22858538a465cb9950fa3127ad8dfe1af76beb8f08813e
6399	sp|Q9Y6R0|NUMBL_HUMAN	Q9Y6R0	NUMBL	6cb0cacc5507edf89f2ce2bd183bf979281ee33640a9262285a4cf35862a60bb
6400	sp|A0A096LP01|SIM26_HUMAN	A0A096LP01	SIM26	d0adef1b0d60eca0d9a44fbfa112a0a021e1ad6fd9aef92233c95808da3b8b00
6401	sp|A0A0B4J1U7|HV601_HUMAN	A0A0B4J1U7	HV601	ebed6fd145efbf9ee482fb7463aa8fd704b61a5da594fb30e2d6119c8b9749d9
6402	sp|A0A0U1RQE8|GLYLB_HUMAN	A0A0U1RQE8	GLYLB	0d0b4a503aff2193dd0efdda267dcf76d131bc89de6d2897b9c6396d37c2460f
6403	sp|A0A2R8Y2Y2|CHO90_HUMAN	A0A2R8Y2Y2	CHO90	23dbd3bf796af8462190ae7982296145a1d97ba880d9563ab331841b22bc764c
6404	tr|A0A994J5G1|A0A994J5G1_HUMAN	A0A994J5G1	A0A994J5G1	45c622791e1abc7ae5ccac5f810fa7da844de6f065b9ef3153bfc32a720463e2
6405	tr|A0AAG2TUQ4|A0AAG2TUQ4_HUMAN	A0AAG2TUQ4	A0AAG2TUQ4	12e7ce2205474d1206f7b19985e47f27e00103419d1578cc03887121010d74ae
6406	tr|A0AAQ5BH39|A0AAQ5BH39_HUMAN	A0AAQ5BH39	A0AAQ5BH39	daf0ead94f1e059641f550f241e39795b7de293144be379e7187f05237789928
6407	sp|A6NGC4|TLCD2_HUMAN	A6NGC4	TLCD2	537d6de94cd223d62e8b76a05335d75d3d894b0272adb1d78e5676da557b4333
6408	sp|A8MV65|VGLL3_HUMAN	A8MV65	VGLL3	8f7122fa3519c7bc46c91ad38cf15c6e541bd432c2e83e7cf88b4400727afb36
6409	sp|C9J798|RAS4B_HUMAN	C9J798	RAS4B	2d896ecf1d81a29055c4d42888a1e03f2c4877461fe5b0e5f7778bc2f56f79c3
6410	sp|C9JLR9|ZFTA_HUMAN	C9JLR9	ZFTA	71d58262eb928f8f8b824d1c8cbf22ac61d1a6d10b4e18dffff8b34d8762290c
6411	sp|O15123|ANGP2_HUMAN	O15123	ANGP2	58a48a0d320451b38184841de60f41194033cb4b89641febb164b02d417be368
6412	sp|O43313|ATMIN_HUMAN	O43313	ATMIN	b13374e7d87928a37fa590599b5af97135abeca944c5ca513b4d81fce4276d91
6413	sp|O60503|ADCY9_HUMAN	O60503	ADCY9	c25c43fdac8076cc983aceff17b9d74ec947d6c247dfa8dec5911d5d057c74d8
6414	sp|O60547|GMDS_HUMAN	O60547	GMDS	44e395f9b41eb651862628fc933e70eec3bad31789884a36637cdf614850b254
6415	sp|O60658|PDE8A_HUMAN	O60658	PDE8A	4656222f4a78f7533f16bc5aea6aaeb74167f661553a8d64593bbba2bb2e5d85
6416	sp|O60830|TI17B_HUMAN	O60830	TI17B	bf3f714db138d25bf0e4c9f0fbe1fa5ce2b9c6e6361ce254e902b7d101a7699e
6417	sp|P01763|HV348_HUMAN	P01763	HV348	e8f8c300fd0ee80dd84242715cf22ab9c21838ac2175acbc2876c3d44f000f11
6418	sp|P01768|HV330_HUMAN	P01768	HV330	9f40dbd4f911f2ef6d7953f9552a8b1ca39fd8db8e5911d731e5989f9861c357
6419	sp|P02746|C1QB_HUMAN	P02746	C1QB	1037d3edec74eed9ffab84205579b29462296bc1e45d05076adfa12e3a9c89e7
6420	sp|P05177|CP1A2_HUMAN	P05177	CP1A2	db82445986c3c5c7bcb87120e3f23fa9423893de8fb554f183c5c666088f41ef
6421	sp|P09016|HXD4_HUMAN	P09016	HXD4	733434e517692c4ed16871e6aa23d6bbf9879fa14ccb09b09cc8100cfc6263db
6422	sp|P0C7P1|RBY1D_HUMAN	P0C7P1	RBY1D	bccf3c980e5197f11a9abe41da898d9ffe0e3e7d31f7f82d9dff5eb0eb050bf7
6423	sp|P0CJ74|HMN7_HUMAN	P0CJ74	HMN7	660525ec8c114ff483bf486dcddecf8cf04367fb3766d69c253eea67fa94a616
6424	sp|P0CJ89|DU4L6_HUMAN	P0CJ89	DU4L6	7694213c1ebd4a90478df1f06be3d5cf50e4edcfab8be0f331723f7d781385e1
6425	sp|P0CJ90|DU4L7_HUMAN	P0CJ90	DU4L7	7694213c1ebd4a90478df1f06be3d5cf50e4edcfab8be0f331723f7d781385e1
6426	sp|P0DP25|CALM3_HUMAN	P0DP25	CALM3	4a9f2f38a0afe61f9cd35d05788764536c1b394551a521687d0e537ad2760ff5
6427	sp|P13236|CCL4_HUMAN	P13236	CCL4	e36755cecf9552130cb234967c5f6613c87146e9651eee3f0a80b5b4caa93173
6428	sp|P13716|HEM2_HUMAN	P13716	HEM2	adfda7b75b86e3a81e0d5ec4490250d0efb05c7a117b02905d9ad84b0ac5bf7a
6429	sp|P19823|ITIH2_HUMAN	P19823	ITIH2	6e258460748b5a687d678bf9807ca984c831dfd37a4aa22399ed23bc115c1618
6430	sp|P20823|HNF1A_HUMAN	P20823	HNF1A	32a0474d1152805460477faa814ad05c92392dbe16f6f69d5fbe9b62144f83c0
6431	sp|P22760|AAAD_HUMAN	P22760	AAAD	183d70572e08521d907a5b754bc16a1ab1d6e98c23a0e3624d54b09a91e7a933
6432	sp|P23588|IF4B_HUMAN	P23588	IF4B	8e6db5024c384ea5e147d52820771e01aa42b1b1dcc0394d9cd3607dc5fcfe4e
6433	sp|P25205|MCM3_HUMAN	P25205	MCM3	1a869d08d6561e9e2acaee2bd01b2e63899d71392f0e992305b273a3c279eee4
6434	sp|P43353|AL3B1_HUMAN	P43353	AL3B1	9d5cb84cfc3c9ab6d96fefb63d66d35bc582183a717f82417c408d865599d6df
6435	sp|P49321|NASP_HUMAN	P49321	NASP	352ef2c6a41b88338aa5c91aad65c5767775a1c964a30fb15698581dbf513e58
6436	sp|P51523|ZNF84_HUMAN	P51523	ZNF84	a92a821d3b6b2270a92cfad6b3bf07240355aed9a9273cb345efad2b1d778d63
6437	sp|P57054|PIGP_HUMAN	P57054	PIGP	c2d778369fae4f46bf68bf89b9da17a335adf730fd14e1901cf703ad2831b892
6438	sp|P62917|RL8_HUMAN	P62917	RL8	b8adfcfd66147b8c92496e53ffb3ed143115b98b666a5aac66c15e71c07e8a8d
6439	sp|P62993|GRB2_HUMAN	P62993	GRB2	da732b5e8d2d70df356a38fcb7dcb1f2c8c200f00268f7978afe49f9a7b1783d
6440	sp|P63215|GBG3_HUMAN	P63215	GBG3	6ab19732c03242ee91be15088b64a40ed1b15ae0c8a7f5202d55bb26b2001f6d
6441	sp|P78545|ELF3_HUMAN	P78545	ELF3	911458d39835295f41a08078aced79855e602c6ae88c5b11ce2821f770d7c046
6442	sp|Q03468|ERCC6_HUMAN	Q03468	ERCC6	d34e777c093ccc94eb3e78e91b5543d036c80b3e922dca5600aaa95e804147f0
6443	sp|Q12798|CETN1_HUMAN	Q12798	CETN1	d14d032a64ce14bdaa66166a70261e7b88110c4852a80c398232acd899ea148d
6444	sp|Q13422|IKZF1_HUMAN	Q13422	IKZF1	cd38a79cdd0ce79164db782923acfb217756f627327e73131e99675972b0421a
6445	sp|Q13487|SNPC2_HUMAN	Q13487	SNPC2	a989dfbc4f05f934c4581c4cd384b8312f02db4fe6b0e1f154323ce5d3204d5b
6446	sp|Q13601|KRR1_HUMAN	Q13601	KRR1	9ee69612f4a79af9cb723f511cb1f5fccf39459e9a54d97fa4aa95f7d8b94f23
6447	sp|Q14432|PDE3A_HUMAN	Q14432	PDE3A	5cc627f3bab4b5d0006257cb64797e8ae1bffa09b4726998f79b8e504c56e301
6448	sp|Q14525|KT33B_HUMAN	Q14525	KT33B	535cd7f65ac69c9888bb847e85344e5da8d82d1a1e8ef50cce0a8bf042d316c9
6449	sp|Q15417|CNN3_HUMAN	Q15417	CNN3	88955ad3f94a0a19031758c3125bb37ad8beaba1d8f28adb7ddf8768b46ca081
6450	sp|Q16570|ACKR1_HUMAN	Q16570	ACKR1	c0310061936a4039461bd12cf35a97f62c7d39e6b9b7264745a78a7b194d9ac8
6451	sp|Q16763|UBE2S_HUMAN	Q16763	UBE2S	b2eedef8f71b35729f92f433afc945d9ed063a5dd0474605300eda9e300e5afc
6452	sp|Q16849|PTPRN_HUMAN	Q16849	PTPRN	6961a27d116c1ad6145e9d0d22114f081922bd5289318d955edf1e243280eab7
6453	sp|Q3LHN2|KR192_HUMAN	Q3LHN2	KR192	46e714a35a2cd90d959dd155aa1719ccee2ca1583f0fb3b9ff75e5df50828727
6454	sp|Q5BJE1|CC178_HUMAN	Q5BJE1	CC178	181a418f63bd6146f1c42ad550c17c35c6a2aff2c60a930a24044e4c90ede43e
6455	sp|Q5JT82|KLF17_HUMAN	Q5JT82	KLF17	5d0348f59e65e3f5aed3845c82a7a42af7f053d8e34f8c0b1c97e849d3b10135
6456	sp|Q5T4T1|T170B_HUMAN	Q5T4T1	T170B	b1c6bb96c7d3e70a33aa4bc7564d5a74fd6fdba33252fbbfdd26c63248c42503
6457	sp|Q6UWP8|SBSN_HUMAN	Q6UWP8	SBSN	a5cdccf182f96e1c16d1418958ada122dc8e1d009e6302a72320e98cad9bc3fd
6458	sp|Q6XYQ8|SYT10_HUMAN	Q6XYQ8	SYT10	8632f645f791003dd5b45e2047fafa4981986c6bef5aa765bdb128780affa48d
6459	sp|Q6ZN16|M3K15_HUMAN	Q6ZN16	M3K15	be5291d8ec559c80e2cc3791aa361a84157c4524ee3abc7f1496c0eea998cba7
6460	sp|Q6ZNC4|ZN704_HUMAN	Q6ZNC4	ZN704	c4ccc847ebb52dab0543d1db6ec1fb403c2ce7ae58c929d81d2c67eab69f77d9
6461	sp|Q6ZNG1|ZN600_HUMAN	Q6ZNG1	ZN600	7764e54205d23e62519e60cfd03789b95dc0dc5e2397f058617dd1c8e2e2bc87
6462	sp|Q7LGC8|CHST3_HUMAN	Q7LGC8	CHST3	f97c70347fb7f6b649d2585212772f0249ae192a9c26effa2db313e2259d22d8
6463	sp|Q7Z333|SETX_HUMAN	Q7Z333	SETX	b536fd30b29d9d1a6278fd00db9d6fc9d327c2c3a86def6b4150684f8820ed75
6464	sp|Q86UT8|CATAC_HUMAN	Q86UT8	CATAC	a721ff3b05dc60c9687e158988065882d057a8fe32c47207215f6ffe2aaa38e3
